MappingName,OrthologID,GenomeName,GeneID,Annotation,GenomeID,Group,Clade,RefType
AG-412-J13_2717697613,60001830,AG-412-J13,2717697613,hypothetical protein,2716884760,Prochlorococcus,HLII,SAG
AG-412-J13_2717697401,60001830,AG-412-J13,2717697401,hypothetical protein,2716884760,Prochlorococcus,HLII,SAG
AG-412-J13_2717697465,60001883,AG-412-J13,2717697465,protein of unknown function (DUF4214),2716884760,Prochlorococcus,HLII,SAG
AG-412-J13_2717696031,60001883,AG-412-J13,2717696031,protein of unknown function (DUF4214),2716884760,Prochlorococcus,HLII,SAG
AG-412-J13_2717697601,60001883,AG-412-J13,2717697601,protein of unknown function (DUF4214),2716884760,Prochlorococcus,HLII,SAG
AG-412-J13_2717695825,60001883,AG-412-J13,2717695825,protein of unknown function (DUF4214),2716884760,Prochlorococcus,HLII,SAG
AG-412-J13_2717697402,60001883,AG-412-J13,2717697402,protein of unknown function (DUF4214),2716884760,Prochlorococcus,HLII,SAG
AG-412-J13_2717697576,60001883,AG-412-J13,2717697576,protein of unknown function (DUF4214),2716884760,Prochlorococcus,HLII,SAG
AG-412-J13_2717697640,60001883,AG-412-J13,2717697640,protein of unknown function (DUF4214),2716884760,Prochlorococcus,HLII,SAG
AG-412-J13_2717697528,60001883,AG-412-J13,2717697528,protein of unknown function (DUF4214),2716884760,Prochlorococcus,HLII,SAG
AG-412-J13_2717697605,60001883,AG-412-J13,2717697605,protein of unknown function (DUF4214),2716884760,Prochlorococcus,HLII,SAG
AG-412-J13_2717697666,60001883,AG-412-J13,2717697666,protein of unknown function (DUF4214),2716884760,Prochlorococcus,HLII,SAG
AG-412-J13_2717696194,60001888,AG-412-J13,2717696194,hypothetical protein,2716884760,Prochlorococcus,HLII,SAG
AG-412-J13_2717697581,60001888,AG-412-J13,2717697581,hypothetical protein,2716884760,Prochlorococcus,HLII,SAG
AG-412-J13_2717697553,60001888,AG-412-J13,2717697553,hypothetical protein,2716884760,Prochlorococcus,HLII,SAG
AG-412-J13_2717697627,60002365,AG-412-J13,2717697627,hypothetical protein,2716884760,Prochlorococcus,HLII,SAG
AG-418-B17_2717704595,60001883,AG-418-B17,2717704595,protein of unknown function (DUF4214),2716884765,Prochlorococcus,HLII,SAG
AG-418-B17_2717704758,60001883,AG-418-B17,2717704758,protein of unknown function (DUF4214),2716884765,Prochlorococcus,HLII,SAG
AG-418-C17_2717707330,60001883,AG-418-C17,2717707330,protein of unknown function (DUF4214),2716884767,Prochlorococcus,HLII,SAG
AG-418-D13_2717709334,60001883,AG-418-D13,2717709334,protein of unknown function (DUF4214),2716884768,Prochlorococcus,HLII,SAG
AG-418-D13_2717709891,60001883,AG-418-D13,2717709891,protein of unknown function (DUF4214),2716884768,Prochlorococcus,HLII,SAG
AG-418-D13_2717709892,60001888,AG-418-D13,2717709892,hypothetical protein,2716884768,Prochlorococcus,HLII,SAG
AG-418-F08_2717711310,60001830,AG-418-F08,2717711310,hypothetical protein,2716884769,Prochlorococcus,HLII,SAG
AG-418-F08_2717711365,60001888,AG-418-F08,2717711365,hypothetical protein,2716884769,Prochlorococcus,HLII,SAG
AG-418-F08_2717711447,60002365,AG-418-F08,2717711447,hypothetical protein,2716884769,Prochlorococcus,HLII,SAG
AG-418-F16_2717309912,60001888,AG-418-F16,2717309912,hypothetical protein,2716884401,Prochlorococcus,HLII,SAG
AG-418-J17_2717316017,60001883,AG-418-J17,2717316017,protein of unknown function (DUF4214),2716884404,Prochlorococcus,HLII,SAG
AG-418-J17_2717315569,60001883,AG-418-J17,2717315569,protein of unknown function (DUF4214),2716884404,Prochlorococcus,HLII,SAG
AG-418-J17_2717316194,60001883,AG-418-J17,2717316194,protein of unknown function (DUF4214),2716884404,Prochlorococcus,HLII,SAG
AG-418-J19_2717317545,60002365,AG-418-J19,2717317545,hypothetical protein,2716884405,Prochlorococcus,HLII,SAG
AG-418-K17_2717318344,60001888,AG-418-K17,2717318344,hypothetical protein,2716884406,Prochlorococcus,HLII,SAG
AG-418-P13_2717331199,60001830,AG-418-P13,2717331199,hypothetical protein,2716884414,Prochlorococcus,HLII,SAG
AG-418-P13_2717330661,60001830,AG-418-P13,2717330661,hypothetical protein,2716884414,Prochlorococcus,HLII,SAG
AG-418-P13_2717331217,60001830,AG-418-P13,2717331217,hypothetical protein,2716884414,Prochlorococcus,HLII,SAG
AG-418-P13_2717330664,60001830,AG-418-P13,2717330664,hypothetical protein,2716884414,Prochlorococcus,HLII,SAG
AG-418-P13_2717330383,60001888,AG-418-P13,2717330383,hypothetical protein,2716884414,Prochlorococcus,HLII,SAG
AG-424-A14_2717334178,60001830,AG-424-A14,2717334178,hypothetical protein,2716884416,Prochlorococcus,HLII,SAG
AG-424-A14_2717333823,60001888,AG-424-A14,2717333823,hypothetical protein,2716884416,Prochlorococcus,HLII,SAG
AG-424-A14_2717333950,60002365,AG-424-A14,2717333950,hypothetical protein,2716884416,Prochlorococcus,HLII,SAG
AG-424-A14_2717333819,60002365,AG-424-A14,2717333819,hypothetical protein,2716884416,Prochlorococcus,HLII,SAG
AG-424-G03_2717336734,60002365,AG-424-G03,2717336734,hypothetical protein,2716884418,Prochlorococcus,HLII,SAG
AG-424-G03_2717336766,60002365,AG-424-G03,2717336766,hypothetical protein,2716884418,Prochlorococcus,HLII,SAG
AG-424-G03_2717336732,60002365,AG-424-G03,2717336732,hypothetical protein,2716884418,Prochlorococcus,HLII,SAG
AG-424-L22_2717717554,60001888,AG-424-L22,2717717554,hypothetical protein,2716884774,Prochlorococcus,HLII,SAG
AG-424-L22_2717717761,60001888,AG-424-L22,2717717761,hypothetical protein,2716884774,Prochlorococcus,HLII,SAG
AG-432-K16_2717723695,60002365,AG-432-K16,2717723695,hypothetical protein,2716884780,Prochlorococcus,HLII,SAG
AG-432-K16_2717723546,60002365,AG-432-K16,2717723546,hypothetical protein,2716884780,Prochlorococcus,HLII,SAG
AG-449-K21_2717734629,60001830,AG-449-K21,2717734629,hypothetical protein,2716884788,Prochlorococcus,HLII,SAG
AG-449-K21_2717734687,60001883,AG-449-K21,2717734687,protein of unknown function (DUF4214),2716884788,Prochlorococcus,HLII,SAG
AG-449-O05_2717373912,60001830,AG-449-O05,2717373912,hypothetical protein,2716884449,Prochlorococcus,HLII,SAG
AG-449-O05_2717373714,60001830,AG-449-O05,2717373714,hypothetical protein,2716884449,Prochlorococcus,HLII,SAG
AG-455-E15_2717377668,60001888,AG-455-E15,2717377668,hypothetical protein,2716884453,Prochlorococcus,HLII,SAG
AG-459-A02_2717381705,60001830,AG-459-A02,2717381705,hypothetical protein,2716884457,Prochlorococcus,HLII,SAG
AG-459-A02_2717382255,60001830,AG-459-A02,2717382255,hypothetical protein,2716884457,Prochlorococcus,HLII,SAG
AG-459-A02_2717381701,60001830,AG-459-A02,2717381701,hypothetical protein,2716884457,Prochlorococcus,HLII,SAG
AG-459-A02_2717381699,60001830,AG-459-A02,2717381699,hypothetical protein,2716884457,Prochlorococcus,HLII,SAG
AG-459-A02_2717381709,60001830,AG-459-A02,2717381709,hypothetical protein,2716884457,Prochlorococcus,HLII,SAG
AG-459-A02_2717381702,60001888,AG-459-A02,2717381702,hypothetical protein,2716884457,Prochlorococcus,HLII,SAG
AG-459-E08_2717741159,60001888,AG-459-E08,2717741159,hypothetical protein,2716884793,Prochlorococcus,HLII,SAG
AG-670-J21_2717399140,60001888,AG-670-J21,2717399140,hypothetical protein,2716884474,Prochlorococcus,HLII,SAG
AG-670-M15_2717403196,60001830,AG-670-M15,2717403196,hypothetical protein,2716884478,Prochlorococcus,HLII,SAG
AG-670-M15_2717403197,60001830,AG-670-M15,2717403197,hypothetical protein,2716884478,Prochlorococcus,HLII,SAG
AG-670-M15_2717402540,60001830,AG-670-M15,2717402540,hypothetical protein,2716884478,Prochlorococcus,HLII,SAG
AG-670-M15_2717403149,60001830,AG-670-M15,2717403149,hypothetical protein,2716884478,Prochlorococcus,HLII,SAG
AG-670-M18_2717404643,60001888,AG-670-M18,2717404643,hypothetical protein,2716884479,Prochlorococcus,HLII,SAG
scB243_498P3_2636129340,60001888,scB243_498P3,2636129340,hypothetical protein,2634166556,Prochlorococcus,HLII,SAG
scB243_498P3_2636129337,60001888,scB243_498P3,2636129337,hypothetical protein,2634166556,Prochlorococcus,HLII,SAG
scB243_498P3_2636129377,60002365,scB243_498P3,2636129377,hypothetical protein,2634166556,Prochlorococcus,HLII,SAG
scB245a_518K17_2647050633,60001883,scB245a_518K17,2647050633,protein of unknown function (DUF4214),2645727806,Prochlorococcus,HLII,SAG
scB245a_518K17_2647051076,60001883,scB245a_518K17,2647051076,protein of unknown function (DUF4214),2645727806,Prochlorococcus,HLII,SAG
scB245a_518K17_2647051075,60001888,scB245a_518K17,2647051075,hypothetical protein,2645727806,Prochlorococcus,HLII,SAG
scB245a_520B18_2650966418,60001830,scB245a_520B18,2650966418,hypothetical protein,2648501714,Prochlorococcus,HLII,SAG
scB245a_520B18_2650966331,60001888,scB245a_520B18,2650966331,hypothetical protein,2648501714,Prochlorococcus,HLII,SAG
scB245a_520K10_2648680656,60002365,scB245a_520K10,2648680656,hypothetical protein,2648501142,Prochlorococcus,HLII,SAG
scB245a_520K10_2648680076,60002365,scB245a_520K10,2648680076,hypothetical protein,2648501142,Prochlorococcus,HLII,SAG
scB245a_520K10_2648680077,60002365,scB245a_520K10,2648680077,hypothetical protein,2648501142,Prochlorococcus,HLII,SAG
scB245a_521K15_2653032507,60002365,scB245a_521K15,2653032507,hypothetical protein,2651869831,Prochlorococcus,HLII,SAG
scB245a_521M10_2655074151,60001888,scB245a_521M10,2655074151,hypothetical protein,2654587612,Prochlorococcus,HLII,SAG
scB245a_521M10_2655074148,60001888,scB245a_521M10,2655074148,hypothetical protein,2654587612,Prochlorococcus,HLII,SAG
scB245a_521M10_2655074150,60001888,scB245a_521M10,2655074150,hypothetical protein,2654587612,Prochlorococcus,HLII,SAG
W5_2553538650,60001830,W5,2553538650,hypothetical protein,2551306555,Prochlorococcus,HLIII,SAG
W9_2553539309,60001830,W9,2553539309,hypothetical protein,2551306556,Prochlorococcus,HLIII,SAG
W9_2553538866,60001830,W9,2553538866,hypothetical protein,2551306556,Prochlorococcus,HLIII,SAG
W9_2553538931,60001830,W9,2553538931,hypothetical protein,2551306556,Prochlorococcus,HLIII,SAG
AG-363-P06_2667814126,60001883,AG-363-P06,2667814126,protein of unknown function (DUF4214),2667527317,Prochlorococcus,HLVI,SAG
AG-409-E23_2717669401,60001888,AG-409-E23,2717669401,hypothetical protein,2716884741,Prochlorococcus,HLVI,SAG
AG-409-E23_2717669403,60001888,AG-409-E23,2717669403,hypothetical protein,2716884741,Prochlorococcus,HLVI,SAG
AG-409-E23_2717669406,60001888,AG-409-E23,2717669406,hypothetical protein,2716884741,Prochlorococcus,HLVI,SAG
AG-436-O11_2717362519,60001888,AG-436-O11,2717362519,hypothetical protein,2716884441,Prochlorococcus,HLVI,SAG
AG-436-O11_2717362520,60001888,AG-436-O11,2717362520,hypothetical protein,2716884441,Prochlorococcus,HLVI,SAG
AG-436-O11_2717362018,60001888,AG-436-O11,2717362018,hypothetical protein,2716884441,Prochlorococcus,HLVI,SAG
AG-436-O11_2717361466,60001888,AG-436-O11,2717361466,hypothetical protein,2716884441,Prochlorococcus,HLVI,SAG
AG-436-O11_2717362622,60001888,AG-436-O11,2717362622,hypothetical protein,2716884441,Prochlorococcus,HLVI,SAG
AG-436-O11_2717362518,60001888,AG-436-O11,2717362518,hypothetical protein,2716884441,Prochlorococcus,HLVI,SAG
MIT0801_2607819365,60001883,MIT0801,2607819365,protein of unknown function (DUF4214),2606217560,Prochlorococcus,LLI,ISOLATE
MIT0801_2607819364,60001883,MIT0801,2607819364,protein of unknown function (DUF4214),2606217560,Prochlorococcus,LLI,ISOLATE
MIT0801_2607818516,60001883,MIT0801,2607818516,protein of unknown function (DUF4214),2606217560,Prochlorococcus,LLI,ISOLATE
MIT0801_2607819766,60001883,MIT0801,2607819766,protein of unknown function (DUF4214),2606217560,Prochlorococcus,LLI,ISOLATE
MIT0801_2607818650,60001883,MIT0801,2607818650,protein of unknown function (DUF4214),2606217560,Prochlorococcus,LLI,ISOLATE
MIT0801_2607819764,60001883,MIT0801,2607819764,protein of unknown function (DUF4214),2606217560,Prochlorococcus,LLI,ISOLATE
MIT0801_2607819767,60001883,MIT0801,2607819767,protein of unknown function (DUF4214),2606217560,Prochlorococcus,LLI,ISOLATE
MIT0801_2607819765,60001883,MIT0801,2607819765,protein of unknown function (DUF4214),2606217560,Prochlorococcus,LLI,ISOLATE
MIT0801_2607819188,60001883,MIT0801,2607819188,protein of unknown function (DUF4214),2606217560,Prochlorococcus,LLI,ISOLATE
MIT0801_2607818324,60001883,MIT0801,2607818324,protein of unknown function (DUF4214),2606217560,Prochlorococcus,LLI,ISOLATE
MIT0801_2607818339,60001883,MIT0801,2607818339,protein of unknown function (DUF4214),2606217560,Prochlorococcus,LLI,ISOLATE
MIT0801_2607818289,60001888,MIT0801,2607818289,hypothetical protein,2606217560,Prochlorococcus,LLI,ISOLATE
MIT0801_2607818357,60001888,MIT0801,2607818357,hypothetical protein,2606217560,Prochlorococcus,LLI,ISOLATE
MIT0801_2607818446,60001888,MIT0801,2607818446,hypothetical protein,2606217560,Prochlorococcus,LLI,ISOLATE
MIT0801_2607818348,60001888,MIT0801,2607818348,hypothetical protein,2606217560,Prochlorococcus,LLI,ISOLATE
MIT0801_2607818524,60001888,MIT0801,2607818524,hypothetical protein,2606217560,Prochlorococcus,LLI,ISOLATE
MIT0801_2607818349,60001888,MIT0801,2607818349,hypothetical protein,2606217560,Prochlorococcus,LLI,ISOLATE
MIT0801_2607818653,60001888,MIT0801,2607818653,hypothetical protein,2606217560,Prochlorococcus,LLI,ISOLATE
MIT0912_2682081090,60001830,MIT0912,2682081090,hypothetical protein,2681812899,Prochlorococcus,LLI,ISOLATE
MIT0912_2682081053,60001883,MIT0912,2682081053,protein of unknown function (DUF4214),2681812899,Prochlorococcus,LLI,ISOLATE
MIT0912_2682081808,60001883,MIT0912,2682081808,protein of unknown function (DUF4214),2681812899,Prochlorococcus,LLI,ISOLATE
MIT0912_2682081123,60001883,MIT0912,2682081123,protein of unknown function (DUF4214),2681812899,Prochlorococcus,LLI,ISOLATE
MIT0912_2682081054,60001883,MIT0912,2682081054,protein of unknown function (DUF4214),2681812899,Prochlorococcus,LLI,ISOLATE
MIT0912_2682081999,60001883,MIT0912,2682081999,protein of unknown function (DUF4214),2681812899,Prochlorococcus,LLI,ISOLATE
MIT0913_2682083331,60001830,MIT0913,2682083331,hypothetical protein,2681812900,Prochlorococcus,LLI,ISOLATE
MIT0913_2682083284,60001883,MIT0913,2682083284,protein of unknown function (DUF4214),2681812900,Prochlorococcus,LLI,ISOLATE
MIT0913_2682084200,60001883,MIT0913,2682084200,protein of unknown function (DUF4214),2681812900,Prochlorococcus,LLI,ISOLATE
MIT0913_2682084016,60001883,MIT0913,2682084016,protein of unknown function (DUF4214),2681812900,Prochlorococcus,LLI,ISOLATE
MIT0913_2682083285,60001883,MIT0913,2682083285,protein of unknown function (DUF4214),2681812900,Prochlorococcus,LLI,ISOLATE
MIT0915_2682085475,60001830,MIT0915,2682085475,hypothetical protein,2681812901,Prochlorococcus,LLI,ISOLATE
MIT0915_2682085577,60001830,MIT0915,2682085577,hypothetical protein,2681812901,Prochlorococcus,LLI,ISOLATE
MIT0915_2682085452,60001830,MIT0915,2682085452,hypothetical protein,2681812901,Prochlorococcus,LLI,ISOLATE
MIT0915_2682086477,60001883,MIT0915,2682086477,protein of unknown function (DUF4214),2681812901,Prochlorococcus,LLI,ISOLATE
MIT0915_2682085716,60001883,MIT0915,2682085716,protein of unknown function (DUF4214),2681812901,Prochlorococcus,LLI,ISOLATE
MIT0915_2682085461,60001888,MIT0915,2682085461,hypothetical protein,2681812901,Prochlorococcus,LLI,ISOLATE
MIT0915_2682085593,60002365,MIT0915,2682085593,hypothetical protein,2681812901,Prochlorococcus,LLI,ISOLATE
MIT0917_2681972705,60001883,MIT0917,2681972705,protein of unknown function (DUF4214),2681812859,Prochlorococcus,LLI,ISOLATE
MIT0917_2681972472,60001883,MIT0917,2681972472,protein of unknown function (DUF4214),2681812859,Prochlorococcus,LLI,ISOLATE
MIT0917_2681972476,60001883,MIT0917,2681972476,protein of unknown function (DUF4214),2681812859,Prochlorococcus,LLI,ISOLATE
MIT0917_2681972481,60001883,MIT0917,2681972481,protein of unknown function (DUF4214),2681812859,Prochlorococcus,LLI,ISOLATE
MIT0917_2681971271,60001883,MIT0917,2681971271,protein of unknown function (DUF4214),2681812859,Prochlorococcus,LLI,ISOLATE
MIT1013_2682092592,60001883,MIT1013,2682092592,protein of unknown function (DUF4214),2681812904,Prochlorococcus,LLI,ISOLATE
MIT1013_2682091812,60001888,MIT1013,2682091812,hypothetical protein,2681812904,Prochlorococcus,LLI,ISOLATE
MIT1013_2682091649,60001888,MIT1013,2682091649,hypothetical protein,2681812904,Prochlorococcus,LLI,ISOLATE
MIT1013_2682091742,60001888,MIT1013,2682091742,hypothetical protein,2681812904,Prochlorococcus,LLI,ISOLATE
MIT1013_2682092094,60001888,MIT1013,2682092094,hypothetical protein,2681812904,Prochlorococcus,LLI,ISOLATE
MIT1013_2682091741,60001888,MIT1013,2682091741,hypothetical protein,2681812904,Prochlorococcus,LLI,ISOLATE
MIT1013_2682091734,60001888,MIT1013,2682091734,hypothetical protein,2681812904,Prochlorococcus,LLI,ISOLATE
MIT1214_2684587420,60001883,MIT1214,2684587420,protein of unknown function (DUF4214),2681813567,Prochlorococcus,LLI,ISOLATE
MIT1214_2684588006,60001883,MIT1214,2684588006,protein of unknown function (DUF4214),2681813567,Prochlorococcus,LLI,ISOLATE
MIT1214_2684586796,60001883,MIT1214,2684586796,protein of unknown function (DUF4214),2681813567,Prochlorococcus,LLI,ISOLATE
MIT1214_2684588218,60001883,MIT1214,2684588218,protein of unknown function (DUF4214),2681813567,Prochlorococcus,LLI,ISOLATE
MIT1214_2684588017,60001883,MIT1214,2684588017,protein of unknown function (DUF4214),2681813567,Prochlorococcus,LLI,ISOLATE
MIT1214_2684588150,60001883,MIT1214,2684588150,protein of unknown function (DUF4214),2681813567,Prochlorococcus,LLI,ISOLATE
MIT1214_2684588207,60001883,MIT1214,2684588207,protein of unknown function (DUF4214),2681813567,Prochlorococcus,LLI,ISOLATE
NATL1A_2624155475,60001830,NATL1A,2624155475,hypothetical protein,2623620348,Prochlorococcus,LLI,ISOLATE
NATL1A_2624155658,60001883,NATL1A,2624155658,protein of unknown function (DUF4214),2623620348,Prochlorococcus,LLI,ISOLATE
NATL1A_2624154940,60001883,NATL1A,2624154940,protein of unknown function (DUF4214),2623620348,Prochlorococcus,LLI,ISOLATE
NATL1A_2624155657,60001883,NATL1A,2624155657,protein of unknown function (DUF4214),2623620348,Prochlorococcus,LLI,ISOLATE
NATL1A_2624155676,60001883,NATL1A,2624155676,protein of unknown function (DUF4214),2623620348,Prochlorococcus,LLI,ISOLATE
NATL1A_2624155659,60001883,NATL1A,2624155659,protein of unknown function (DUF4214),2623620348,Prochlorococcus,LLI,ISOLATE
NATL1A_2624155669,60001883,NATL1A,2624155669,protein of unknown function (DUF4214),2623620348,Prochlorococcus,LLI,ISOLATE
NATL1A_2624155467,60001883,NATL1A,2624155467,protein of unknown function (DUF4214),2623620348,Prochlorococcus,LLI,ISOLATE
NATL1A_2624155641,60001883,NATL1A,2624155641,protein of unknown function (DUF4214),2623620348,Prochlorococcus,LLI,ISOLATE
NATL2A_2606774978,60001883,NATL2A,2606774978,protein of unknown function (DUF4214),2606217240,Prochlorococcus,LLI,ISOLATE
NATL2A_2606774966,60001883,NATL2A,2606774966,protein of unknown function (DUF4214),2606217240,Prochlorococcus,LLI,ISOLATE
NATL2A_2606775670,60001883,NATL2A,2606775670,protein of unknown function (DUF4214),2606217240,Prochlorococcus,LLI,ISOLATE
NATL2A_2606775691,60001883,NATL2A,2606775691,protein of unknown function (DUF4214),2606217240,Prochlorococcus,LLI,ISOLATE
NATL2A_2606774976,60001883,NATL2A,2606774976,protein of unknown function (DUF4214),2606217240,Prochlorococcus,LLI,ISOLATE
NATL2A_2606775675,60001883,NATL2A,2606775675,protein of unknown function (DUF4214),2606217240,Prochlorococcus,LLI,ISOLATE
NATL2A_2606774971,60001883,NATL2A,2606774971,protein of unknown function (DUF4214),2606217240,Prochlorococcus,LLI,ISOLATE
NATL2A_2606774972,60001883,NATL2A,2606774972,protein of unknown function (DUF4214),2606217240,Prochlorococcus,LLI,ISOLATE
NATL2A_2606775679,60001883,NATL2A,2606775679,protein of unknown function (DUF4214),2606217240,Prochlorococcus,LLI,ISOLATE
NATL2A_2606774968,60001883,NATL2A,2606774968,protein of unknown function (DUF4214),2606217240,Prochlorococcus,LLI,ISOLATE
NATL2A_2606775502,60001883,NATL2A,2606775502,protein of unknown function (DUF4214),2606217240,Prochlorococcus,LLI,ISOLATE
NATL2A_2606775497,60001883,NATL2A,2606775497,protein of unknown function (DUF4214),2606217240,Prochlorococcus,LLI,ISOLATE
NATL2A_2606775669,60001883,NATL2A,2606775669,protein of unknown function (DUF4214),2606217240,Prochlorococcus,LLI,ISOLATE
NATL2A_2606775697,60001883,NATL2A,2606775697,protein of unknown function (DUF4214),2606217240,Prochlorococcus,LLI,ISOLATE
NATL2A_2606775503,60001883,NATL2A,2606775503,protein of unknown function (DUF4214),2606217240,Prochlorococcus,LLI,ISOLATE
PAC1_2607362090,60001830,PAC1,2607362090,hypothetical protein,2606217419,Prochlorococcus,LLI,ISOLATE
PAC1_2607360442,60001883,PAC1,2607360442,protein of unknown function (DUF4214),2606217419,Prochlorococcus,LLI,ISOLATE
PAC1_2607362081,60001883,PAC1,2607362081,protein of unknown function (DUF4214),2606217419,Prochlorococcus,LLI,ISOLATE
PAC1_2607360002,60001888,PAC1,2607360002,hypothetical protein,2606217419,Prochlorococcus,LLI,ISOLATE
PAC1_2607362085,60002365,PAC1,2607362085,hypothetical protein,2606217419,Prochlorococcus,LLI,ISOLATE
PAC1_2607360070,60002365,PAC1,2607360070,hypothetical protein,2606217419,Prochlorococcus,LLI,ISOLATE
AG-311-D23_2717614085,60001883,AG-311-D23,2717614085,protein of unknown function (DUF4214),2716884681,Prochlorococcus,LLI,SAG
AG-311-D23_2717614735,60001883,AG-311-D23,2717614735,protein of unknown function (DUF4214),2716884681,Prochlorococcus,LLI,SAG
AG-311-D23_2717614736,60001883,AG-311-D23,2717614736,protein of unknown function (DUF4214),2716884681,Prochlorococcus,LLI,SAG
AG-311-D23_2717614655,60001883,AG-311-D23,2717614655,protein of unknown function (DUF4214),2716884681,Prochlorococcus,LLI,SAG
AG-311-D23_2717614192,60001883,AG-311-D23,2717614192,protein of unknown function (DUF4214),2716884681,Prochlorococcus,LLI,SAG
AG-311-I02_2717615095,60001883,AG-311-I02,2717615095,protein of unknown function (DUF4214),2716884682,Prochlorococcus,LLI,SAG
AG-311-J23_2717617865,60001883,AG-311-J23,2717617865,protein of unknown function (DUF4214),2716884685,Prochlorococcus,LLI,SAG
AG-311-J23_2717617967,60001883,AG-311-J23,2717617967,protein of unknown function (DUF4214),2716884685,Prochlorococcus,LLI,SAG
AG-311-J23_2717616861,60001883,AG-311-J23,2717616861,protein of unknown function (DUF4214),2716884685,Prochlorococcus,LLI,SAG
AG-311-J23_2717618341,60001883,AG-311-J23,2717618341,protein of unknown function (DUF4214),2716884685,Prochlorococcus,LLI,SAG
AG-311-J23_2717617866,60001883,AG-311-J23,2717617866,protein of unknown function (DUF4214),2716884685,Prochlorococcus,LLI,SAG
AG-311-J23_2717618203,60001883,AG-311-J23,2717618203,protein of unknown function (DUF4214),2716884685,Prochlorococcus,LLI,SAG
AG-311-J23_2717618207,60001883,AG-311-J23,2717618207,protein of unknown function (DUF4214),2716884685,Prochlorococcus,LLI,SAG
AG-311-J23_2717616866,60001883,AG-311-J23,2717616866,protein of unknown function (DUF4214),2716884685,Prochlorococcus,LLI,SAG
AG-311-K14_2717569299,60001883,AG-311-K14,2717569299,protein of unknown function (DUF4214),2716884632,Prochlorococcus,LLI,SAG
AG-311-K21_2717569669,60001883,AG-311-K21,2717569669,protein of unknown function (DUF4214),2716884633,Prochlorococcus,LLI,SAG
AG-311-K21_2717570323,60001883,AG-311-K21,2717570323,protein of unknown function (DUF4214),2716884633,Prochlorococcus,LLI,SAG
AG-311-K21_2717569684,60001883,AG-311-K21,2717569684,protein of unknown function (DUF4214),2716884633,Prochlorococcus,LLI,SAG
AG-311-K21_2717570369,60001883,AG-311-K21,2717570369,protein of unknown function (DUF4214),2716884633,Prochlorococcus,LLI,SAG
AG-311-K21_2717570093,60001883,AG-311-K21,2717570093,protein of unknown function (DUF4214),2716884633,Prochlorococcus,LLI,SAG
AG-311-L21_2717571000,60001883,AG-311-L21,2717571000,protein of unknown function (DUF4214),2716884635,Prochlorococcus,LLI,SAG
AG-311-L21_2717571001,60001883,AG-311-L21,2717571001,protein of unknown function (DUF4214),2716884635,Prochlorococcus,LLI,SAG
AG-311-L21_2717571021,60001883,AG-311-L21,2717571021,protein of unknown function (DUF4214),2716884635,Prochlorococcus,LLI,SAG
AG-311-L21_2717571023,60001883,AG-311-L21,2717571023,protein of unknown function (DUF4214),2716884635,Prochlorococcus,LLI,SAG
AG-311-L21_2717570986,60001883,AG-311-L21,2717570986,protein of unknown function (DUF4214),2716884635,Prochlorococcus,LLI,SAG
AG-311-N19_2717571865,60001883,AG-311-N19,2717571865,protein of unknown function (DUF4214),2716884637,Prochlorococcus,LLI,SAG
AG-311-N19_2717571873,60001883,AG-311-N19,2717571873,protein of unknown function (DUF4214),2716884637,Prochlorococcus,LLI,SAG
AG-315-A03_2717619628,60001883,AG-315-A03,2717619628,protein of unknown function (DUF4214),2716884688,Prochlorococcus,LLI,SAG
AG-315-A03_2717619826,60001883,AG-315-A03,2717619826,protein of unknown function (DUF4214),2716884688,Prochlorococcus,LLI,SAG
AG-315-B03_2717620998,60001883,AG-315-B03,2717620998,protein of unknown function (DUF4214),2716884689,Prochlorococcus,LLI,SAG
AG-315-B03_2717620324,60001883,AG-315-B03,2717620324,protein of unknown function (DUF4214),2716884689,Prochlorococcus,LLI,SAG
AG-315-C08_2717621611,60001883,AG-315-C08,2717621611,protein of unknown function (DUF4214),2716884690,Prochlorococcus,LLI,SAG
AG-315-C08_2717621598,60001883,AG-315-C08,2717621598,protein of unknown function (DUF4214),2716884690,Prochlorococcus,LLI,SAG
AG-315-C08_2717621971,60001883,AG-315-C08,2717621971,protein of unknown function (DUF4214),2716884690,Prochlorococcus,LLI,SAG
AG-315-C08_2717621345,60001883,AG-315-C08,2717621345,protein of unknown function (DUF4214),2716884690,Prochlorococcus,LLI,SAG
AG-315-C08_2717621605,60001883,AG-315-C08,2717621605,protein of unknown function (DUF4214),2716884690,Prochlorococcus,LLI,SAG
AG-315-C08_2717621616,60001883,AG-315-C08,2717621616,protein of unknown function (DUF4214),2716884690,Prochlorococcus,LLI,SAG
AG-315-C08_2717621618,60001888,AG-315-C08,2717621618,hypothetical protein,2716884690,Prochlorococcus,LLI,SAG
AG-315-C22_2717622358,60001883,AG-315-C22,2717622358,protein of unknown function (DUF4214),2716884691,Prochlorococcus,LLI,SAG
AG-315-C22_2717622539,60001883,AG-315-C22,2717622539,protein of unknown function (DUF4214),2716884691,Prochlorococcus,LLI,SAG
AG-315-C22_2717622927,60001883,AG-315-C22,2717622927,protein of unknown function (DUF4214),2716884691,Prochlorococcus,LLI,SAG
AG-315-C22_2717622359,60001883,AG-315-C22,2717622359,protein of unknown function (DUF4214),2716884691,Prochlorococcus,LLI,SAG
